Comment,Cluster
ended matter good right,not_cyberbullying
wrong brother compare zaira wasim suar face tarek fateh pakistani idiot man love country,religion
suar face man creating new problem everyday indian muslim,religion
lol like literally bragged war left thousand muslim dead writing book trump,religion
supposed say thanks,not_cyberbullying
nothing reveal trump,not_cyberbullying
called creative,not_cyberbullying
evilgelicals support orange turd antichrist,religion
land religion search try playing communal,religion
find many muslim,religion
read tweet dirty mind understand amp reply,other_cyberbullying
select muslim follow quran seriously believe everything say muslim people like isi,religion
every terrorist black dot name jihad,religion
india salim come saviour definition humanity,religion
idiot think youre using narrative isnt real disguise inner racism hatred muslim,religion
people werent born yesterday,not_cyberbullying
almost decade ago would watch guy video every morning school,not_cyberbullying
guy pivotal voice middle high school college,not_cyberbullying
young christian woman ministry youre right heart sad,gender
always love,not_cyberbullying
say president know right wrong want kill baby womb know right wrong say catholic christian woman christian detail say okay let let child die border,not_cyberbullying
problem absolved hamas terrorist organization action gaza protest riot jihad anyone side jihadist sympathizes killer serious issue humanity,religion
funny u idiot differentiate church mosque,religion
everything church,not_cyberbullying
u addressing muslim prepare wonder understand importance woodwork drawing school,not_cyberbullying
twitter india managed islamic terrorist,religion
u say something agnst islamic terrorism block,religion
anything american defines america anything muslim aberration,religion
pray one god believe prophet muhammad,religion
w last prophet read quran terrorist minded typical illiterate man calling shia non muslim,religion
lord punishing u cause radical christian ignored lord directive 1 timothy 3 support anti christ,religion
rt australia tax money help finance country destruction terrorist sa,not_cyberbullying
depriving christian woman right divorce violation human right charter cruelty christian woman stopped,gender
kashmir want freedom islam coz islam creates negative impact innocent people kashmir,religion
sister u r also hindu let leave islamic terrorism leave peaceful along hindu,religion
know real low,not_cyberbullying
kid india amp muslim wud lynched burnt alive amp world would still silent,religion
btw told u stop following idiot liar insult everytime follower well,other_cyberbullying
also sorry islamic terrorism kashmir kill almost daily basis,religion
back since gave radical christian hating homosexual activist,gender
stand god word support,religion
another race baiting idiot,other_cyberbullying
brown men would hate hinduism buddhism tao,religion
hate islam,religion
chinese muslim germany existence disgrace humiliation german nation,religion
speak behalf since authorised,not_cyberbullying
exactly engage humanity stone troop,not_cyberbullying
expect honesty people follow caravan robber,not_cyberbullying
right corrupted ideology,religion
jihad pure struggle would never harm humanity anything,religion
go steal get hand cut,not_cyberbullying
lgbtq supporting sorry realize right gone sharia law,gender
funny actually suppose suppose china invades capture kashmir valley,religion
think going happen muslim living,religion
idiot even heard chinese education camp muslim,religion
going stop terrorism,religion
eliminating terrorist group going stop supporting jihad,religion
think front humanity,not_cyberbullying
pls look minority hindu family pakistan,religion
muslim destroying tempels irritating hindu,religion
love liberal woman get excited voting muslim,religion
idiot even know sharia law consists,religion
oh think could happen,not_cyberbullying
maybe check dearborn michigan see close,not_cyberbullying
wt actual f,not_cyberbullying
youre comparing riot muslim taglines enemy people submission latter largely fear mongering rhetoric peddled idiot zero understanding submission islam actually alludes spiritually,religion
say one thats quick say kkk rest called christian terrorist group christianity islamic terrorism,religion
believe want lol apparently 2 billion muslim want kill u idiot,religion
